iter	Logloss
0	0.6276422464
1	0.566067088
2	0.5060703837
3	0.4524681848
4	0.4049342804
5	0.3525717807
6	0.3172889746
7	0.2849645393
8	0.2586160172
9	0.2311663872
10	0.2046999638
11	0.1806941002
12	0.1619617235
13	0.1443884381
14	0.1315842262
15	0.1168705277
16	0.1026584629
17	0.0908994056
18	0.0801972416
19	0.07126593758
20	0.06394069308
21	0.05596331127
22	0.04998497399
23	0.04485720176
24	0.04026149557
25	0.03579330655
26	0.03209110211
27	0.0288574534
28	0.02627557303
29	0.02412846359
30	0.0220826624
31	0.01965059908
32	0.01799814939
33	0.01610759552
34	0.01477012571
35	0.01330766211
36	0.01215636935
37	0.01128939314
38	0.0103033151
39	0.009444239549
40	0.008669863473
41	0.008154672673
42	0.007453375103
43	0.006874490373
44	0.006271154281
45	0.005785325489
46	0.0053594183
47	0.004944443865
48	0.004648132194
49	0.004308802266
50	0.003969063603
51	0.003729569957
52	0.003464869134
53	0.003265352393
54	0.003036333316
55	0.002851727607
56	0.002651301414
57	0.002486883777
58	0.002356956764
59	0.002205279958
60	0.002080275278
61	0.001994764814
62	0.001882298332
63	0.001765887984
64	0.001672753603
65	0.001595828601
66	0.001512510244
67	0.001433432714
68	0.001356321667
69	0.001281239303
70	0.001240406408
71	0.00117860219
72	0.001145074333
73	0.001102217024
74	0.001063402179
75	0.001019808169
76	0.0009777690534
77	0.0009318555575
78	0.0009099422516
79	0.0008826714881
80	0.0008444413836
81	0.0008083314409
82	0.0007862574226
83	0.0007521866756
84	0.000737121531
85	0.0007138704231
86	0.000696531468
87	0.0006763521745
88	0.0006533480985
89	0.0006310029447
90	0.0006070061508
91	0.0005946674904
92	0.0005776000475
93	0.000566130638
94	0.000550809039
95	0.000541508385
96	0.0005269459112
97	0.0005172800406
98	0.0005041068001
99	0.0004982090072
100	0.0004905785914
101	0.0004821002963
102	0.0004710850432
103	0.0004568294762
104	0.0004457177117
105	0.0004366293389
106	0.0004299206542
107	0.0004239227161
108	0.000413315745
109	0.0004048863101
110	0.0003957805235
111	0.0003877538789
112	0.0003818065295
113	0.0003746725395
114	0.000365407543
115	0.0003604605891
116	0.0003545007146
117	0.0003471447828
118	0.000342178584
119	0.0003344255442
120	0.0003278410833
121	0.0003232013
122	0.0003174063174
123	0.0003113018661
124	0.0003077794769
125	0.0003042888618
126	0.0003042919155
127	0.0002990078524
128	0.0002918988255
129	0.0002918959325
130	0.0002855673149
131	0.0002855696614
132	0.0002810740381
133	0.000281066902
134	0.0002768803896
135	0.0002768777216
136	0.0002768797467
137	0.0002768727391
138	0.0002721635872
139	0.000267813319
140	0.0002678122904
141	0.000262245246
142	0.000262241035
143	0.0002567103882
144	0.0002567140688
145	0.0002567135223
146	0.0002567091024
147	0.000256707463
148	0.0002567006644
149	0.0002567053414
150	0.0002567038146
151	0.000256707463
152	0.0002567055986
153	0.0002567055986
154	0.0002566984785
155	0.0002566975784
156	0.000256695698
157	0.0002525837077
158	0.0002525847364
159	0.000252579786
160	0.0002525787092
161	0.0002525652726
162	0.0002525589562
163	0.0002525587472
164	0.0002525565935
165	0.000252562251
166	0.0002525481555
167	0.0002525514343
168	0.0002525514343
169	0.0002525475447
170	0.0002525523504
171	0.000252545166
172	0.0002525449089
173	0.000245975372
174	0.0002459765613
175	0.0002459765613
176	0.000245975822
177	0.000245960071
178	0.0002459587209
179	0.0002459513276
180	0.0002459619354
181	0.0002405112888
182	0.0002405034454
183	0.0002405026257
184	0.0002404959556
185	0.0002353644481
186	0.0002353599318
187	0.000235355994
188	0.0002294602683
189	0.0002294506248
190	0.0002294558644
191	0.0002294506248
192	0.0002294506248
193	0.0002294499498
194	0.0002294489533
195	0.0002294515088
196	0.0002294515088
197	0.0002294416724
198	0.0002294410617
199	0.0002294361275
200	0.0002294341827
201	0.0002294246517
202	0.0002294233499
203	0.0002294272876
204	0.0002294192835
205	0.0002294187853
206	0.0002294118581
207	0.0002294118581
208	0.0002294118581
209	0.000229413401
210	0.0002294103473
211	0.0002294072614
212	0.0002294059273
213	0.0002294022468
214	0.000229405622
215	0.000229405188
216	0.0002293964125
217	0.0002247981947
218	0.0002247981947
219	0.0002247986126
220	0.000224794498
221	0.0002237346751
222	0.0002237344019
223	0.0002237344019
224	0.0002237364752
225	0.0002237283104
226	0.0002237289212
227	0.0002237320553
228	0.0002237143595
229	0.0002237251763
230	0.0002191551335
231	0.0002191597785
232	0.0002191597785
233	0.0002191561943
234	0.0002191561943
235	0.0002149834466
236	0.0002149887505
237	0.0002149824822
238	0.0002149824822
239	0.0002149861467
240	0.0002149842181
241	0.0002149701386
242	0.0002149701386
243	0.0002149689332
244	0.0002149789624
245	0.0002149641275
246	0.0002149658312
247	0.000214966667
248	0.000214960254
249	0.0002149610416
250	0.0002149577628
251	0.0002149573771
252	0.000210865675
253	0.0002108584745
254	0.0002108657393
255	0.0002108602746
256	0.0002108602746
257	0.0002108550993
258	0.0002108623962
259	0.0002108526402
260	0.0002108540224
261	0.0002108502454
262	0.000210851933
263	0.0002108337069
264	0.0002108481721
265	0.000210847272
266	0.0002108435271
267	0.0002108435271
268	0.0002108510973
269	0.0002108502454
270	0.0002108410198
271	0.0002108350409
272	0.0002108384804
273	0.0002108388822
274	0.0002108388822
275	0.0002108370339
276	0.000210832405
277	0.0002108316657
278	0.0002108316657
279	0.0002108279851
280	0.0002108279851
281	0.0002108185184
282	0.0002108255742
283	0.000210827085
284	0.0002108229544
285	0.00021082154
286	0.0002108187434
287	0.000210813536
288	0.0002108177469
289	0.0002108079428
290	0.0002108079428
291	0.0002108116716
292	0.0002108081356
293	0.0002108062069
294	0.0002108069784
295	0.0002108069784
296	0.0002108070748
297	0.0002108067213
298	0.0002108067213
299	0.0002108020924
300	0.0002107973028
301	0.0002058750226
302	0.0002058692366
303	0.0002010912427
304	0.000201092191
305	0.0002010916606
306	0.0002010880765
307	0.000201085762
308	0.0002010844119
309	0.0002010805385
310	0.0002010816153
311	0.0002010887515
312	0.0002010639999
313	0.00019645908
314	0.0001964573602
315	0.0001964573602
316	0.0001964573602
317	0.0001964502723
318	0.000196451108
319	0.0001964542582
320	0.0001964542582
321	0.0001964485525
322	0.0001964469614
323	0.0001964489865
324	0.0001964488901
325	0.0001964486007
326	0.0001964358392
327	0.0001964358392
328	0.000196447106
329	0.0001964378483
330	0.0001964342159
331	0.0001964342963
332	0.0001964305996
333	0.0001926990725
334	0.0001926896541
335	0.0001926960188
336	0.0001926929168
337	0.0001926870503
338	0.0001926870503
339	0.0001926870503
340	0.0001926805731
341	0.0001926894291
342	0.000192684768
343	0.0001926775676
344	0.0001926731316
345	0.0001926684706
346	0.0001926703993
347	0.0001887967173
348	0.0001887909151
349	0.0001887864148
350	0.0001887836182
351	0.0001887844701
352	0.0001887887293
353	0.0001887828468
354	0.0001887803555
355	0.0001887837307
356	0.0001887819145
357	0.0001887807895
358	0.0001887726086
359	0.0001887744409
360	0.0001887752284
361	0.0001887707121
362	0.0001887668386
363	0.000188767144
364	0.0001851134776
365	0.0001851121114
366	0.0001851121114
367	0.0001851093791
368	0.0001851012304
369	0.0001851012304
370	0.0001851091059
371	0.000185108254
372	0.0001851026448
373	0.0001851026448
374	0.0001850985624
375	0.0001850985624
376	0.0001850970355
377	0.0001850970355
378	0.000185095364
379	0.0001850890475
380	0.0001850928727
381	0.0001850914101
382	0.0001850914101
383	0.0001850858812
384	0.0001850800469
385	0.0001850800469
386	0.0001850800469
387	0.0001850800469
388	0.0001850732161
389	0.0001850716571
390	0.0001850716571
391	0.0001850743573
392	0.0001850722036
393	0.0001850722036
394	0.000185065855
395	0.000185065855
396	0.000185069198
397	0.0001850630583
398	0.0001850630583
399	0.0001850566294
400	0.0001850538971
401	0.0001850537524
402	0.0001850537524
403	0.0001850488825
404	0.0001850488825
405	0.0001850505218
406	0.0001850533988
407	0.0001850508754
408	0.000185048111
409	0.000185048111
410	0.0001850436589
411	0.0001850380175
412	0.0001850380175
413	0.0001850380175
414	0.0001850380175
415	0.0001850362817
416	0.0001850382746
417	0.0001850227487
418	0.0001850227487
419	0.0001850345298
420	0.0001850345298
421	0.000185023038
422	0.0001850247095
423	0.0001850099871
424	0.0001850218745
425	0.0001850155741
426	0.0001850155741
427	0.0001850123757
428	0.0001850127615
429	0.0001850131151
430	0.0001850034073
431	0.0001850034073
432	0.0001850049985
433	0.0001850058825
434	0.0001850027644
435	0.000184997348
436	0.000184993796
437	0.0001849987142
438	0.0001849987142
439	0.0001849837668
440	0.0001849847633
441	0.0001849866116
442	0.0001849898743
443	0.0001849862098
444	0.0001849817738
445	0.0001849817738
446	0.0001849823203
447	0.000184980922
448	0.0001849776593
449	0.0001849776593
450	0.0001849719375
451	0.0001849799415
452	0.0001849759877
453	0.0001849755698
454	0.0001849755698
455	0.0001849712624
456	0.0001849712624
457	0.0001849685462
458	0.0001849688355
459	0.000184962069
460	0.0001849650103
461	0.0001849627601
462	0.0001849627601
463	0.0001849627601
464	0.0001849627601
465	0.0001849585652
466	0.0001849556722
467	0.0001849513969
468	0.000184951638
469	0.000184951638
470	0.0001849494361
471	0.0001849462859
472	0.0001849421231
473	0.0001849421231
474	0.0001849448072
475	0.0001849448072
476	0.0001849385389
477	0.0001849410302
478	0.0001849350994
479	0.0001849300366
480	0.0001849300366
481	0.0001849233666
482	0.0001849233666
483	0.0001849236398
484	0.0001849302295
485	0.0001849302295
486	0.0001849259864
487	0.000184918802
488	0.0001849173876
489	0.0001849179662
490	0.0001849155714
491	0.0001849155714
492	0.000184920795
493	0.0001849103479
494	0.000184909255
495	0.0001849075513
496	0.0001849064905
497	0.0001849064905
498	0.000184907937
499	0.0001849078727
500	0.000184905494
501	0.0001848965899
502	0.0001848965899
503	0.0001848965899
504	0.0001848993704
505	0.0001848931504
506	0.0001848927164
507	0.000184894613
508	0.0001848854677
509	0.0001848774315
510	0.0001848774315
511	0.0001848809353
512	0.0001848834908
513	0.0001848780101
514	0.0001848775922
515	0.000184873108
516	0.000184873108
517	0.0001848700382
518	0.0001848704882
519	0.0001848640593
520	0.0001848643325
521	0.0001848632717
522	0.0001848679166
523	0.0001848631271
524	0.0001848631271
525	0.0001848588098
526	0.0001848582633
527	0.0001848476555
528	0.0001848541648
529	0.0001848535059
530	0.0001848472698
531	0.0001848472698
532	0.0001848498896
533	0.0001848465626
534	0.000184840455
535	0.0001848397639
536	0.0001848434767
537	0.0001848359548
538	0.0001848324831
539	0.0001848329974
540	0.0001848311652
541	0.0001848242862
542	0.0001848193198
543	0.0001848240451
544	0.0001848170054
545	0.0001848169893
546	0.0001848124729
547	0.0001848124729
548	0.0001848112675
549	0.0001848094674
550	0.000184810721
551	0.0001848061243
552	0.0001848024919
553	0.0001847950343
554	0.0001848015115
555	0.0001847974773
556	0.0001847974773
557	0.0001847974773
558	0.0001847929128
559	0.0001847918681
560	0.0001847863391
561	0.0001847863391
562	0.0001847863231
563	0.000184780087
564	0.000184780087
565	0.0001847818871
566	0.0001847777082
567	0.000184780537
568	0.0001847748152
569	0.000184768563
570	0.0001847724847
571	0.0001847652682
572	0.0001847604143
573	0.0001847578588
574	0.000184759466
575	0.000184759466
576	0.0001847582767
577	0.0001847581963
578	0.0001847532299
579	0.0001847564123
580	0.0001847532781
581	0.0001847467849
582	0.0001847471224
583	0.0001847456277
584	0.0001847456277
585	0.0001847457562
586	0.0001847457562
587	0.0001847451615
588	0.0001847436025
589	0.0001847423649
590	0.0001847414649
591	0.0001847414649
592	0.0001847421239
593	0.0001847395844
594	0.0001847395844
595	0.0001847395844
596	0.0001847395844
597	0.0001847398898
598	0.0001847349877
599	0.000184735936
600	0.0001847295391
601	0.0001847308732
602	0.0001847237048
603	0.0001847267104
604	0.0001847267104
605	0.0001847255692
606	0.0001847255692
607	0.0001847255692
608	0.0001847175491
609	0.0001847245085
610	0.0001847182563
611	0.0001847186099
612	0.0001847186099
613	0.0001847183849
614	0.0001847176937
615	0.0001847176937
616	0.0001847131935
617	0.0001847165687
618	0.0001847110076
619	0.0001847110076
620	0.0001847110076
621	0.0001847094647
622	0.0001847116505
623	0.0001847116505
624	0.0001847116505
625	0.0001847116505
626	0.0001847116505
627	0.0001847116505
628	0.0001847022803
629	0.0001847058966
630	0.0001847047072
631	0.0001847047072
632	0.0001846939708
633	0.0001846929743
634	0.0001847005605
635	0.0001846949772
636	0.0001846982238
637	0.0001846982238
638	0.0001846981756
639	0.0001846962308
640	0.0001846962308
641	0.0001846962308
642	0.0001846962308
643	0.0001846962308
644	0.0001846962308
645	0.0001846929521
646	0.0001846929521
647	0.0001846929521
648	0.0001846908948
649	0.0001846908948
650	0.0001846908948
651	0.0001846908948
652	0.0001846908948
653	0.0001846908948
654	0.0001846843533
655	0.0001846843533
656	0.0001846919073
657	0.0001846919073
658	0.0001846854462
659	0.0001846830996
660	0.0001846830996
661	0.0001846849962
662	0.000184680062
663	0.000184680062
664	0.000184680062
665	0.000184680062
666	0.0001846748706
667	0.0001846735526
668	0.0001846747259
669	0.0001846747259
670	0.0001846810906
671	0.000184674308
672	0.000184674308
673	0.000184674308
674	0.0001846743562
675	0.0001846707078
676	0.0001846707078
677	0.0001846707078
678	0.0001846707078
679	0.000184664086
680	0.000184664086
681	0.000184664086
682	0.000184664086
683	0.000184664086
684	0.000184664086
685	0.000184664086
686	0.000184664086
687	0.000184664086
688	0.000184664086
689	0.000184664086
690	0.000184664086
691	0.000184664086
692	0.0001846711257
693	0.0001846711257
694	0.0001846711257
695	0.0001846711257
696	0.000184666979
697	0.0001846606947
698	0.0001846606947
699	0.0001846616108
700	0.0001846616108
701	0.0001846604857
702	0.0001846604857
703	0.0001846604857
704	0.0001846604857
705	0.0001846604857
706	0.0001846604857
707	0.000184664311
708	0.000184664311
709	0.000184664311
710	0.000184664311
711	0.000184664311
712	0.000184664311
713	0.000184664311
714	0.000184664311
715	0.000184664311
716	0.000184664311
717	0.0001846555193
718	0.0001846555193
719	0.0001846562587
720	0.0001846562587
721	0.0001846562587
722	0.00018465433
723	0.00018465433
724	0.00018465433
725	0.00018465433
726	0.00018465433
727	0.00018465433
728	0.00018465433
729	0.000184657432
730	0.000184657432
731	0.000184657432
732	0.000184657432
733	0.000184657432
734	0.000184657432
735	0.0001846539121
736	0.0001846539121
737	0.0001846539121
738	0.0001846539121
739	0.0001846539121
740	0.0001846539121
741	0.0001846558569
742	0.0001846558569
743	0.0001846558569
744	0.0001846537353
745	0.0001846537353
746	0.0001846537353
747	0.0001846537353
748	0.0001846537353
749	0.0001846537353
750	0.0001846537353
751	0.0001846537353
752	0.0001846537353
753	0.0001846537353
754	0.0001846537353
755	0.0001846537353
756	0.0001846537353
757	0.0001846537353
758	0.0001846537353
759	0.0001846537353
760	0.0001846537353
761	0.0001846486886
762	0.0001846486886
763	0.0001846486886
764	0.0001846486886
765	0.0001846486886
766	0.0001846486886
767	0.0001846486886
768	0.0001846486886
769	0.0001846486886
770	0.0001846486886
771	0.0001846486886
772	0.0001846486886
773	0.0001846486886
774	0.0001846486886
775	0.0001846486886
776	0.0001846486886
777	0.0001846486886
778	0.0001846486886
779	0.0001846486886
780	0.0001846486886
781	0.0001846486886
782	0.0001846486886
783	0.0001846486886
784	0.0001846486886
785	0.0001846486886
786	0.0001846486886
787	0.0001846486886
788	0.0001846486886
789	0.0001846486886
790	0.0001846486886
791	0.0001846486886
792	0.0001846486886
793	0.0001846486886
794	0.0001846486886
795	0.0001846486886
796	0.0001846486886
797	0.0001846486886
798	0.0001846486886
799	0.0001846486886
800	0.0001846486886
801	0.0001846486886
802	0.0001846486886
803	0.0001846486886
804	0.0001846486886
805	0.0001846486886
806	0.0001846486886
807	0.0001846486886
808	0.0001846486886
809	0.0001846486886
810	0.0001846486886
811	0.0001846486886
812	0.0001846486886
813	0.0001846486886
814	0.0001846486886
815	0.0001846486886
816	0.0001846486886
817	0.0001846486886
818	0.0001846486886
819	0.0001846486886
820	0.0001846486886
821	0.0001846486886
822	0.0001846486886
823	0.0001846486886
824	0.0001846486886
825	0.0001846486886
826	0.0001846486886
827	0.0001846486886
828	0.0001846486886
829	0.0001846486886
830	0.0001846486886
831	0.0001846486886
832	0.0001846486886
833	0.0001846486886
834	0.0001846486886
835	0.0001846486886
836	0.0001846486886
837	0.0001846486886
838	0.0001846486886
839	0.0001846486886
840	0.0001846486886
841	0.0001846486886
842	0.0001846486886
843	0.0001846486886
844	0.0001846486886
845	0.0001846486886
846	0.0001846486886
847	0.0001846486886
848	0.0001846486886
849	0.0001846486886
850	0.0001846486886
851	0.0001846486886
852	0.0001846486886
853	0.0001846486886
854	0.0001846486886
855	0.0001846486886
856	0.0001846486886
857	0.0001846486886
858	0.0001846486886
859	0.0001846486886
860	0.0001846486886
861	0.0001846486886
862	0.0001846486886
863	0.0001846486886
864	0.0001846486886
865	0.0001846486886
866	0.0001846486886
867	0.0001846486886
868	0.0001846486886
869	0.0001846486886
870	0.0001846486886
871	0.0001846486886
872	0.0001846486886
873	0.0001846486886
874	0.0001846486886
875	0.0001846486886
876	0.0001846486886
877	0.0001846486886
878	0.0001846486886
879	0.0001846486886
880	0.0001846486886
881	0.0001846486886
882	0.0001846486886
883	0.0001846486886
884	0.0001846486886
885	0.0001846486886
886	0.0001846486886
887	0.0001846486886
888	0.0001846486886
889	0.0001846486886
890	0.0001846486886
891	0.0001846486886
892	0.0001846486886
893	0.0001846486886
894	0.0001846486886
895	0.0001846486886
896	0.0001846486886
897	0.0001846486886
898	0.0001846486886
899	0.0001846486886
900	0.0001846486886
901	0.0001846486886
902	0.0001846486886
903	0.0001846486886
904	0.0001846486886
905	0.0001846486886
906	0.0001846486886
907	0.0001846486886
908	0.0001846486886
909	0.0001846486886
910	0.0001846486886
911	0.0001846486886
912	0.0001846486886
913	0.0001846486886
914	0.0001846486886
915	0.0001846486886
916	0.0001846486886
917	0.0001846486886
918	0.0001846486886
919	0.0001846486886
920	0.0001846486886
921	0.0001846486886
922	0.0001846486886
923	0.0001846486886
924	0.0001846486886
925	0.0001846486886
926	0.0001846486886
927	0.0001846486886
928	0.0001846486886
929	0.0001846486886
930	0.0001846486886
931	0.0001846486886
932	0.0001846486886
933	0.0001846486886
934	0.0001846486886
935	0.0001846486886
936	0.0001846486886
937	0.0001846486886
938	0.0001846486886
939	0.0001846486886
940	0.0001846486886
941	0.0001846486886
942	0.0001846486886
943	0.0001846486886
944	0.0001846486886
945	0.0001846486886
946	0.0001846486886
947	0.0001846486886
948	0.0001846486886
949	0.0001846486886
950	0.0001846486886
951	0.0001846486886
952	0.0001846486886
953	0.0001846486886
954	0.0001846486886
955	0.0001846486886
956	0.0001846486886
957	0.0001846486886
958	0.0001846486886
959	0.0001846486886
960	0.0001846486886
961	0.0001846486886
962	0.0001846486886
963	0.0001846486886
964	0.0001846486886
965	0.0001846486886
966	0.0001846486886
967	0.0001846486886
968	0.0001846486886
969	0.0001846486886
970	0.0001846486886
971	0.0001846486886
972	0.0001846486886
973	0.0001846486886
974	0.0001846486886
975	0.0001846486886
976	0.0001846486886
977	0.0001846486886
978	0.0001846486886
979	0.0001846486886
980	0.0001846486886
981	0.0001846486886
982	0.0001846486886
983	0.0001846486886
984	0.0001846486886
985	0.0001846486886
986	0.0001846486886
987	0.0001846486886
988	0.0001846486886
989	0.0001846486886
990	0.0001846486886
991	0.0001846486886
992	0.0001846486886
993	0.0001846486886
994	0.0001846486886
995	0.0001846486886
996	0.0001846486886
997	0.0001846486886
998	0.0001846486886
999	0.0001846486886
